,irs3m,irs6m,irs9m,irs1yr,irs2yr,irs3yr,irs4yr,irs5yr,irs7yr,irs10yr,overnight,fed,us10yr,tiie28,mxn,g1yr,g2yr,g3yr,g5yr,g10yr,g20yr,g30yr
,MPSWC BGN Curncy,MPSWF BGN Curncy,MPSWI BGN Curncy,MPSW1A BGN Curncy,MPSW2B BGN Curncy,MPSW3C BGN Curncy,MPSW4D BGN Curncy,MPSW5E BGN Curncy,MPSW7G BGN Curncy,MPSW10K BGN Curncy,MXONBR Index,FDTR Index,USGG10YR Index,MXIBTIIE Index,MXN Curncy,GMXN01YR Index,GMXN02YR Index,GMXN03YR Index,GMXN05YR Index,GMXN10YR Index,GMXN20YR Index,GMXN30YR Index
,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
#¿NOMBRE?,4.97,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
09/02/2016,3.6350,3.7600,3.8550,3.9450,4.2550,4.5650,4.8650,5.1400,5.6200,6.0400,3.2500,0.5000,1.7260,3.5598,18.8015,3.5460,3.8490,4.6350,5.4020,6.1400,6.7820,6.9630
10/02/2016,3.6350,3.7450,3.8400,3.9180,4.2100,4.5150,4.8050,5.0750,5.5550,5.9750,3.2500,0.5000,1.6681,3.5541,18.9387,3.5730,3.8300,4.6220,5.3670,6.0750,6.7080,6.9130
11/02/2016,3.6550,3.7875,3.8900,3.9900,4.2800,4.5700,4.8350,5.0950,5.5700,5.9700,3.2500,0.5000,1.6591,3.5550,19.1476,3.6450,3.8570,4.6630,5.4140,6.1180,6.7640,6.9710
12/02/2016,3.6600,3.8000,3.9100,4.0050,4.2950,4.5750,4.8475,5.1050,5.5550,5.9600,3.2500,0.5000,1.7481,3.5476,18.9083,3.5950,3.8890,4.6570,5.3850,6.0960,6.7420,6.9420
15/02/2016,3.6600,3.8000,3.9100,4.0000,4.2900,4.5700,4.8450,5.1050,5.5150,5.9550,3.2500,0.5000,1.7481,3.5483,18.8317,3.5780,3.9010,4.6140,5.3570,6.0630,6.7010,6.8980
16/02/2016,3.6500,3.8000,3.9050,4.0000,4.2850,4.5700,4.8550,5.1100,5.5600,5.9600,3.2500,0.5000,1.7723,3.5543,18.8835,3.6020,3.8810,4.6370,5.3800,6.0910,6.7350,6.9060
17/02/2016,4.0700,4.1350,4.2100,4.2650,4.4650,4.6950,4.9550,5.1750,5.5900,5.9700,3.7500,0.5000,1.8190,4.0350,18.3653,3.9410,4.1290,4.7510,5.5020,6.0870,6.6890,6.8460
18/02/2016,4.1450,4.2550,4.3500,4.4150,4.6350,4.8500,5.1000,5.3200,5.6950,6.0000,3.7500,0.5000,1.7396,4.0303,18.2961,4.0560,4.2280,4.8480,5.5980,6.0860,6.6420,6.7460
19/02/2016,4.1700,4.2700,4.3900,4.4650,4.6950,4.9400,5.1700,5.3950,5.7800,6.0900,3.7500,0.5000,1.7449,4.0350,18.2208,4.1530,4.2930,4.9450,5.6340,6.1300,6.6840,6.7810
22/02/2016,4.1600,4.2650,4.3650,4.4450,4.6700,4.9150,5.1700,5.4050,5.7850,6.1100,3.7500,0.5000,1.7518,4.0316,18.0792,4.1780,4.2650,4.9340,5.6340,6.1030,6.6640,6.7620
23/02/2016,4.1750,4.2800,4.3800,4.4600,4.6900,4.9400,5.2100,5.4400,5.8300,6.1600,3.7500,0.5000,1.7225,4.0507,18.2084,4.1940,4.2980,4.9270,5.6560,6.1510,6.7250,6.8250
24/02/2016,4.1750,4.2700,4.3650,4.4425,4.6550,4.9050,5.1650,5.3960,5.7800,6.1200,3.7500,0.5000,1.7484,4.0547,18.2134,4.1570,4.2880,4.9180,5.6360,6.0800,6.7100,6.8260
25/02/2016,4.1650,4.2550,4.3500,4.4200,4.6250,4.8725,5.1300,5.3650,5.7475,6.1000,3.7500,0.5000,1.7157,4.0555,18.1270,4.1330,4.2630,4.8510,5.5930,6.0490,6.6930,6.8200
26/02/2016,4.1600,4.2700,4.3700,4.4600,4.6650,4.9200,5.1800,5.4150,5.8150,6.1750,3.7500,0.5000,1.7623,4.0501,18.2747,4.1430,4.2880,4.9420,5.6070,6.1180,6.7410,6.8850
29/02/2016,4.1500,4.2500,4.3500,4.4400,4.6500,4.9050,5.1575,5.3900,5.7800,6.1450,3.7500,0.5000,1.7347,4.0594,18.1360,4.1250,4.2620,4.9160,5.5640,6.1020,6.7310,6.8770
01/03/2016,4.1550,4.2550,4.3550,4.4550,4.6800,4.9350,5.1900,5.4275,5.8150,6.1750,3.7500,0.5000,1.8249,4.0577,17.9116,4.1530,4.2730,4.9460,5.5770,6.1360,6.7600,6.9010
02/03/2016,4.1650,4.2700,4.3650,4.4650,4.7000,4.9550,5.2100,5.4600,5.8550,6.2250,3.7500,0.5000,1.8406,4.0600,17.8255,4.1550,4.2850,4.9670,5.5900,6.1550,6.7870,6.9270
03/03/2016,4.1600,4.2700,4.3550,4.4650,4.6950,4.9650,5.2350,5.4900,5.8950,6.2650,3.7500,0.5000,1.8337,4.0601,17.9233,4.1420,4.2870,4.9820,5.6030,6.1700,6.8230,6.9610
04/03/2016,4.1600,4.2500,4.3350,4.4260,4.6450,4.9150,5.1850,5.4400,5.8450,6.2250,3.7500,0.5000,1.8741,4.0640,17.7746,4.1070,4.2230,4.9130,5.5800,6.1330,6.7860,6.9240
07/03/2016,4.1450,4.2450,4.3250,4.4000,4.6250,4.8950,5.1650,5.4250,5.8250,6.2050,3.7500,0.5000,1.9057,4.0625,17.7498,4.1060,4.2150,4.8730,5.5200,6.1390,6.7660,6.9090
08/03/2016,4.1550,4.2450,4.3250,4.4175,4.6350,4.8950,5.1550,5.4050,5.8150,6.1900,3.7500,0.5000,1.8287,4.0606,17.9278,4.1030,4.2140,4.8790,5.5470,6.1650,6.8010,6.9380
09/03/2016,4.1500,4.2400,4.3200,4.4200,4.6400,4.9000,5.1580,5.4100,5.8300,6.1950,3.7500,0.5000,1.8760,4.0601,17.7628,4.1140,4.2260,4.8850,5.5780,6.1750,6.8240,6.9520
10/03/2016,4.1550,4.2550,4.3450,4.4450,4.6850,4.9450,5.2025,5.4550,5.8600,6.2400,3.7500,0.5000,1.9323,4.0606,17.8063,4.1260,4.2320,4.9000,5.6020,6.1710,6.8260,6.9500
11/03/2016,4.1750,4.2700,4.3575,4.4580,4.7025,4.9550,5.2100,5.4600,5.8700,6.2350,3.7500,0.5000,1.9839,4.0613,17.6987,4.1380,4.2890,4.8880,5.6150,6.1850,6.8260,6.9360
14/03/2016,4.1750,4.2850,4.3700,4.4750,4.7100,4.9650,5.2200,5.4650,5.8770,6.2400,3.7500,0.5000,1.9592,4.0625,17.7456,4.1470,4.3000,4.9070,5.6150,6.1890,6.8550,6.9750
15/03/2016,4.1750,4.2900,4.3800,4.4800,4.7250,4.9800,5.2350,5.4800,5.8850,6.2550,3.7500,0.5000,1.9699,4.0645,17.8893,4.1550,4.3050,4.9160,5.6180,6.1970,6.8540,6.9860
16/03/2016,4.1450,4.2400,4.3200,4.4200,4.6500,4.9000,5.1600,5.4100,5.8150,6.1800,3.7500,0.5000,1.9081,4.0647,17.6005,4.0990,4.2470,4.8740,5.5720,6.1340,6.8000,6.9450
17/03/2016,4.1300,4.2150,4.2900,4.3850,4.6050,4.8450,5.0900,5.3400,5.7350,6.0900,3.7500,0.5000,1.8958,4.0648,17.3192,4.0490,4.1250,4.8220,5.5010,5.9850,6.6670,6.7780
18/03/2016,4.1300,4.2300,4.3150,4.3850,4.6250,4.8700,5.0950,5.3650,5.7500,6.1000,3.7500,0.5000,1.8732,4.0660,17.3934,4.0360,4.1270,4.8210,5.4740,5.9990,6.6390,6.7660
21/03/2016,4.1300,4.2300,4.3150,4.4200,4.6250,4.8700,5.0950,5.3650,5.7500,6.1000,3.7500,0.5000,1.9155,4.0660,17.4116,4.0750,4.0320,4.7580,5.4060,5.9990,6.6390,6.7660
22/03/2016,4.1400,4.2400,4.3300,4.4400,4.6550,4.9000,5.1500,5.4000,5.7850,6.1400,3.7500,0.5000,1.9403,4.0650,17.3334,4.0520,4.2010,4.8480,5.4970,6.0820,6.6870,6.8070
23/03/2016,4.1400,4.2450,4.3500,4.4600,4.6750,4.9100,5.1600,5.4050,5.7900,6.1500,3.7500,0.5000,1.8786,4.0674,17.5894,4.0390,4.1910,4.8930,5.5210,6.0870,6.7370,6.8540
24/03/2016,4.1400,4.2500,4.3500,4.4650,4.6750,4.9100,5.1600,5.4050,5.8000,6.1500,3.7500,0.5000,1.9000,4.0674,17.6102,4.0770,4.1950,4.8680,5.5240,6.1060,6.7590,6.8730
25/03/2016,4.1400,4.2500,4.3500,4.4650,4.6750,4.9100,5.1600,5.4050,5.8000,6.1500,3.7500,0.5000,1.9000,4.0674,17.5386,4.0530,4.0840,4.8220,5.4880,6.0900,6.7440,6.8460
28/03/2016,4.1400,4.2500,4.3500,4.4600,4.6750,4.9150,5.1580,5.3950,5.7850,6.1375,3.7500,0.5000,1.8860,4.0650,17.4341,4.0370,4.1860,4.8810,5.4870,6.0690,6.7080,6.8300
29/03/2016,4.1300,4.2300,4.3250,4.4250,4.6300,4.8550,5.0950,5.3300,5.7300,6.0850,3.7500,0.5000,1.8035,4.0625,17.3447,4.0050,4.1280,4.8100,5.4750,6.0530,6.6880,6.8110
30/03/2016,4.1250,4.2200,4.3100,4.3950,4.5950,4.8150,5.0570,5.2900,5.6850,6.0450,3.7500,0.5000,1.8228,4.0650,17.2319,4.0140,4.1070,4.7540,5.3840,5.9630,6.5730,6.7210
31/03/2016,4.1250,4.2150,4.3100,4.4100,4.6200,4.8350,5.0700,5.3000,5.7000,6.0600,3.7500,0.5000,1.7687,4.0650,17.2790,4.0050,4.1140,4.7700,5.3850,5.9590,6.5830,6.7390
01/04/2016,4.1250,4.2200,4.3200,4.4200,4.6350,4.8650,5.0950,5.3250,5.7200,6.0800,3.7500,0.5000,1.7705,4.0625,17.3391,4.0780,4.1460,4.7720,5.3710,5.9750,6.5930,6.7490
04/04/2016,4.1250,4.2050,4.2950,4.3950,4.6150,4.8250,5.0450,5.2750,5.6700,6.0350,3.7500,0.5000,1.7618,4.0650,17.4870,4.0710,4.1100,4.7430,5.3130,5.9010,6.5250,6.7060
05/04/2016,4.1300,4.2050,4.3050,4.4000,4.6200,4.8300,5.0500,5.2750,5.6630,6.0300,3.7500,0.5000,1.7201,4.0653,17.6946,4.0550,4.1040,4.7220,5.3390,5.9010,6.4970,6.6790
06/04/2016,4.1250,4.2300,4.3250,4.4250,4.6500,4.8650,5.0850,5.3100,5.7000,6.0650,3.7500,0.5000,1.7549,4.0661,17.6539,4.0560,4.1010,4.7460,5.3610,5.9340,6.5270,6.7050
07/04/2016,4.1275,4.2300,4.3300,4.4350,4.6600,4.8900,5.1050,5.3350,5.7125,6.0800,3.7500,0.5000,1.6889,4.0650,17.8761,4.0520,4.1120,4.7560,5.3650,5.9510,6.5300,6.7220
08/04/2016,4.1300,4.2300,4.3350,4.4300,4.6550,4.8800,5.1050,5.3300,5.7150,6.0800,3.7500,0.5000,1.7167,4.0624,17.7763,4.0370,4.0990,4.7540,5.3570,5.9500,6.5390,6.7170
11/04/2016,4.1250,4.2300,4.3250,4.4250,4.6350,4.8600,5.0850,5.3100,5.7000,6.0600,3.7500,0.5000,1.7254,4.0625,17.6483,4.0250,4.1240,4.7620,5.3530,5.9540,6.5470,6.7030
12/04/2016,4.1200,4.2150,4.3150,4.4050,4.6200,4.8350,5.0450,5.2650,5.6600,6.0150,3.7500,0.5000,1.7761,4.0625,17.4813,4.0160,4.0910,4.7000,5.2960,5.8730,6.4790,6.6440
13/04/2016,4.1250,4.2200,4.3200,4.4100,4.6300,4.8600,5.0750,5.2900,5.6700,6.0350,3.7500,0.5000,1.7639,4.0618,17.4298,4.0310,4.1010,4.6870,5.3260,5.9080,6.5010,6.6440
14/04/2016,4.1200,4.2075,4.3050,4.4050,4.6250,4.8450,5.0700,5.2825,5.6650,6.0300,3.7500,0.5000,1.7919,4.0650,17.4453,4.0180,4.0850,4.6250,5.3410,5.8810,6.4730,6.5890
15/04/2016,4.1200,4.2000,4.2900,4.3900,4.5850,4.7950,5.0100,5.2250,5.6000,5.9550,3.7500,0.5000,1.7518,4.0650,17.5529,4.0100,4.0680,4.5850,5.2880,5.8090,6.3910,6.5140
18/04/2016,4.1200,4.2000,4.2850,4.3850,4.5850,4.8000,5.0100,5.2250,5.6000,5.9600,3.7500,0.5000,1.7711,4.0652,17.4355,3.9770,4.0640,4.6200,5.2370,5.8090,6.3880,6.5160
19/04/2016,4.1200,4.2000,4.3050,4.4050,4.6100,4.8300,5.0400,5.2575,5.6300,5.9880,3.7500,0.5000,1.7851,4.0626,17.3100,3.9600,4.0620,4.6160,5.2790,5.8360,6.4050,6.5220
20/04/2016,4.1200,4.2200,4.3200,4.4150,4.6350,4.8600,5.0900,5.3150,5.6925,6.0600,3.7500,0.5000,1.8450,4.0650,17.2782,3.9580,4.0790,4.6570,5.3140,5.8610,6.4420,6.5530
21/04/2016,4.1250,4.2150,4.3250,4.4350,4.6650,4.9000,5.1300,5.3600,5.7550,6.1200,3.7500,0.5000,1.8610,4.0650,17.4701,3.9640,4.0850,4.6790,5.3980,5.9270,6.5150,6.6410
22/04/2016,4.1250,4.2150,4.3200,4.4200,4.6450,4.8850,5.1400,5.3700,5.7650,6.1350,3.7500,0.5000,1.8878,4.0625,17.4747,3.9650,4.0540,4.6490,5.3500,5.9300,6.5270,6.6580
25/04/2016,4.1300,4.2150,4.3150,4.4100,4.6300,4.8750,5.1350,5.3700,5.7600,6.1250,3.7500,0.5000,1.9128,4.0650,17.5632,3.9530,4.0280,4.6420,5.3210,5.9000,6.5020,6.6280
26/04/2016,4.1250,4.2150,4.3200,4.4150,4.6400,4.8850,5.1350,5.3750,5.7700,6.1350,3.7500,0.5000,1.9271,4.0655,17.3709,3.9490,4.0220,4.6390,5.3190,5.9040,6.4850,6.5980
27/04/2016,4.1150,4.2150,4.3100,4.4150,4.6350,4.8750,5.1150,5.3450,5.7450,6.1000,3.7500,0.5000,1.8508,4.0650,17.3149,3.9590,4.0450,4.5930,5.3160,5.9020,6.4600,6.5800
28/04/2016,4.1150,4.2100,4.3150,4.4250,4.6500,4.8900,5.1225,5.3525,5.7400,6.1000,3.7500,0.5000,1.8243,4.0650,17.2710,3.9510,4.0330,4.5970,5.2710,5.8630,6.4160,6.5400
29/04/2016,4.1200,4.2150,4.3200,4.4375,4.6600,4.8900,5.1150,5.3400,5.7400,6.1000,3.7500,0.5000,1.8333,4.0655,17.1770,3.9650,4.0540,4.6200,5.2680,5.8760,6.4260,6.5330
02/05/2016,4.1200,4.2100,4.3250,4.4400,4.6850,4.9200,5.1450,5.3650,5.7600,6.1200,3.7500,0.5000,1.8723,4.0650,17.2056,3.9670,4.0490,4.6640,5.2860,5.9000,6.4390,6.5520
03/05/2016,4.1250,4.2150,4.3200,4.4300,4.6600,4.9025,5.1250,5.3450,5.7400,6.1050,3.7500,0.5000,1.7963,4.0625,17.6115,3.9670,4.0460,4.6430,5.2990,5.8900,6.4500,6.5710
04/05/2016,4.1200,4.2050,4.3150,4.4250,4.6600,4.8950,5.1250,5.3450,5.7300,6.1000,3.7500,0.5000,1.7752,4.0633,17.7996,3.9640,4.0570,4.6540,5.3250,5.9050,6.4710,6.5910
05/05/2016,4.1000,4.1950,4.2950,4.4000,4.6400,4.8750,5.1038,5.3250,5.7110,6.0850,3.7500,0.5000,1.7453,4.0638,17.8928,3.9550,4.0470,4.6650,5.3670,5.9260,6.5280,6.6280
06/05/2016,4.1050,4.1850,4.2850,4.3900,4.6350,4.8650,5.0950,5.3100,5.6950,6.0650,3.7500,0.5000,1.7789,4.0650,17.8680,3.9570,4.0290,4.6510,5.3450,5.9010,6.5160,6.6320
09/05/2016,4.1250,4.2000,4.3000,4.4050,4.6550,4.8900,5.1075,5.3200,5.7100,6.0700,3.7500,0.5000,1.7507,4.0611,18.2024,3.9830,4.0380,4.6890,5.3930,5.9090,6.5230,6.6250
10/05/2016,4.1300,4.2100,4.3200,4.4250,4.6650,4.9000,5.1200,5.3300,5.7050,6.0800,3.7500,0.5000,1.7613,4.0599,17.9894,3.9630,4.0340,4.6990,5.4000,5.9200,6.5290,6.6450
11/05/2016,4.1300,4.2000,4.3150,4.4250,4.6650,4.8950,5.1100,5.3150,5.6950,6.0600,3.7500,0.5000,1.7367,4.0603,17.9924,3.9640,4.0300,4.7030,5.3940,5.9170,6.5320,6.6360
12/05/2016,4.1300,4.2050,4.3200,4.4350,4.6800,4.9100,5.1200,5.3250,5.7000,6.0650,3.7500,0.5000,1.7516,4.0607,17.9703,3.9610,4.0270,4.7150,5.3810,5.9010,6.5250,6.6230
13/05/2016,4.1400,4.2400,4.3550,4.4800,4.7200,4.9500,5.1550,5.3600,5.7200,6.0850,3.7500,0.5000,1.7001,4.0650,18.1705,3.9780,4.0070,4.7430,5.4070,5.9200,6.5430,6.6370
16/05/2016,4.1500,4.2750,4.4000,4.5400,4.7950,5.0350,5.2450,5.4500,5.8050,6.1550,3.7500,0.5000,1.7533,4.0660,18.3060,4.0160,4.0170,4.8090,5.4830,5.9910,6.6230,6.7090
17/05/2016,4.1550,4.2850,4.4200,4.5650,4.8250,5.0650,5.2750,5.4780,5.8400,6.1750,3.7500,0.5000,1.7723,4.0650,18.2728,4.0460,4.0590,4.8380,5.5150,6.0320,6.6570,6.7330
18/05/2016,4.2000,4.3600,4.5200,4.6600,4.9300,5.1650,5.3750,5.5950,5.9350,6.2550,3.7500,0.5000,1.8538,4.0650,18.4498,4.1440,4.1240,4.9050,5.5810,6.0900,6.6930,6.7590
19/05/2016,4.2250,4.4200,4.5800,4.7400,5.0050,5.2400,5.4450,5.6500,5.9600,6.2900,3.7500,0.5000,1.8487,4.0812,18.4243,4.1730,4.1930,4.9640,5.6430,6.1130,6.7070,6.7820
20/05/2016,4.2400,4.4400,4.6300,4.7850,5.0450,5.2700,5.4850,5.6850,6.0000,6.3000,3.7500,0.5000,1.8384,4.0775,18.3465,4.2670,4.2630,5.0420,5.6570,6.1160,6.7160,6.7970
23/05/2016,4.2850,4.5100,4.7000,4.8700,5.1250,5.3500,5.5700,5.7550,6.0700,6.3700,3.7500,0.5000,1.8350,4.0936,18.5161,4.3990,4.3830,5.1280,5.7230,6.2000,6.7960,6.8810
24/05/2016,4.2700,4.4900,4.6800,4.8475,5.1000,5.3300,5.5350,5.7400,6.0550,6.3500,3.7500,0.5000,1.8629,4.1081,18.4870,4.3730,4.3750,5.0980,5.6940,6.1760,6.8200,6.9140
25/05/2016,4.2400,4.4500,4.6200,4.7800,5.0250,5.2500,5.5150,5.7100,6.0000,6.3000,3.7500,0.5000,1.8664,4.1125,18.4852,4.3710,4.3540,5.0590,5.6610,6.1440,6.8270,6.9190
26/05/2016,4.2200,4.4150,4.5700,4.7050,4.9600,5.1850,5.3950,5.6000,5.9700,6.2850,3.7500,0.5000,1.8282,4.0950,18.4544,4.3150,4.2900,4.9700,5.5890,6.0920,6.7850,6.8740
27/05/2016,4.2450,4.4400,4.6050,4.7400,4.9950,5.2250,5.4400,5.6350,5.9800,6.3000,3.7500,0.5000,1.8510,4.0975,18.4751,4.3230,4.2640,4.9760,5.5980,6.1120,6.7900,6.8790
30/05/2016,4.2450,4.4400,4.6050,4.7400,4.9950,5.2250,5.4400,5.6350,5.9800,6.3000,3.7500,0.5000,1.8510,4.0970,18.4855,4.3520,4.2710,4.9870,5.6350,6.1390,6.8020,6.8870
31/05/2016,4.2200,4.4175,4.5850,4.7200,4.9850,5.2225,5.4300,5.6450,5.9900,6.3150,3.7500,0.5000,1.8458,4.1000,18.4672,4.3560,4.3390,4.9810,5.6290,6.1490,6.7930,6.8930
01/06/2016,4.2100,4.4350,4.5950,4.7400,5.0100,5.2450,5.4550,5.6600,6.0100,6.3350,3.7500,0.5000,1.8354,4.0958,18.5217,4.3150,4.2860,4.9860,5.6180,6.1600,6.7890,6.8890
02/06/2016,4.2350,4.4500,4.6300,4.7850,5.0800,5.3100,5.5250,5.7250,6.0600,6.3850,3.7500,0.5000,1.7989,4.0965,18.6774,4.3040,4.2850,5.0140,5.6670,6.1900,6.8100,6.9100
03/06/2016,4.2400,4.4050,4.5650,4.7150,4.9850,5.2150,5.4250,5.6250,5.9700,6.3050,3.7500,0.5000,1.7004,4.0926,18.5919,4.2060,4.2100,4.9250,5.6030,6.1310,6.7700,6.8700
06/06/2016,4.2550,4.4350,4.5950,4.7550,5.0250,5.2454,5.4604,5.6654,6.0054,6.3350,3.7500,0.5000,1.7367,4.0915,18.6688,4.1890,4.1820,4.9430,5.6350,6.1770,6.8190,6.9190
07/06/2016,4.2450,4.4000,4.5500,4.7025,4.9450,5.1700,5.3700,5.5850,5.9300,6.2550,3.7500,0.5000,1.7177,4.0886,18.3561,4.1270,4.1380,4.8920,5.5650,6.1170,6.7750,6.8670
08/06/2016,4.2250,4.3600,4.5000,4.6400,4.8850,5.0950,5.2900,5.4862,5.8338,6.1550,3.7500,0.5000,1.7022,4.0925,18.1175,4.1110,4.8360,5.1460,5.4600,6.0180,6.6780,6.7730
09/06/2016,4.2250,4.3650,4.5150,4.6550,4.9050,5.1075,5.2950,5.4706,5.8094,6.1300,3.7500,0.5000,1.6867,4.0869,18.2481,4.1190,4.8620,5.1400,5.4500,6.0030,6.6660,6.7420
10/06/2016,4.2500,4.4200,4.5700,4.7150,4.9600,5.1600,5.3550,5.5350,5.8500,6.1800,3.7500,0.5000,1.6404,4.0950,18.6328,4.1810,4.9270,5.2220,5.5330,6.0800,6.7300,6.8170
13/06/2016,4.2850,4.4650,4.6300,4.7900,5.0500,5.2400,5.4350,5.6100,5.9050,6.2400,3.7500,0.5000,1.6096,4.0986,18.8394,4.2060,5.0300,5.2990,5.5830,6.1510,6.8060,6.8960
14/06/2016,4.3150,4.4950,4.6550,4.8250,5.0900,5.2950,5.4700,5.6450,5.9400,6.2750,3.7500,0.5000,1.6130,4.1100,18.9352,4.2590,5.0320,5.2990,5.6240,6.1640,6.8320,6.9340
15/06/2016,4.2832,4.4550,4.6000,4.7650,5.0300,5.2300,5.4000,5.5800,5.8600,6.2100,3.7500,0.5000,1.5720,4.1037,18.9127,4.2120,4.9900,5.2360,5.5820,6.1000,6.7740,6.8770
16/06/2016,4.2950,4.4600,4.6150,4.7700,5.0450,5.2500,5.4300,5.6000,5.9050,6.2300,3.7500,0.5000,1.5788,4.1046,18.9450,4.2200,5.0050,5.2580,5.5780,6.1080,6.7750,6.8620
17/06/2016,4.3150,4.4600,4.6000,4.7675,5.0350,5.2450,5.4250,5.6050,5.9050,6.2300,3.7500,0.5000,1.6078,4.1050,18.8375,4.2150,4.9760,5.2320,5.5580,6.0830,6.7420,6.8140
20/06/2016,4.3200,4.4550,4.5850,4.7400,5.0050,5.2200,5.4150,5.5950,5.8950,6.2150,3.7500,0.5000,1.6886,4.1091,18.6575,4.2450,4.9660,5.2020,5.5440,6.0450,6.7100,6.7710
21/06/2016,4.3200,4.4650,4.5900,4.7500,5.0100,5.2400,5.4400,5.6250,5.9400,6.2850,3.7500,0.5000,1.7059,4.1100,18.6241,4.2650,4.9950,5.2430,5.5700,6.0860,6.7120,6.7820
22/06/2016,4.3200,4.4600,4.5950,4.7300,5.0050,5.2400,5.4400,5.6400,5.9550,6.2850,3.7500,0.5000,1.6852,4.0995,18.4942,4.3030,5.0110,5.2590,5.5820,6.0980,6.7160,6.7880
23/06/2016,4.3000,4.4300,4.5600,4.7000,4.9750,5.2150,5.4250,5.6200,5.9450,6.2650,3.7500,0.5000,1.7458,4.0995,18.2273,4.2860,4.9780,5.2340,5.5530,6.0690,6.6840,6.7570
24/06/2016,4.3600,4.4900,4.6250,4.7550,5.0150,5.2550,5.4400,5.6428,5.9500,6.2650,3.7500,0.5000,1.5599,4.1042,18.9278,4.2880,5.0070,5.2670,5.5340,6.0480,6.6560,6.7160
27/06/2016,4.3800,4.5050,4.6350,4.7600,5.0200,5.2400,5.4300,5.6200,5.9300,6.2350,3.7500,0.5000,1.4377,4.1185,19.1810,4.2880,5.0070,5.2830,5.5210,6.0130,6.6050,6.6770
28/06/2016,4.3525,4.4750,4.5950,4.7200,4.9750,5.2050,5.3950,5.5850,5.8850,6.1900,3.7500,0.5000,1.4664,4.1131,18.8366,4.2590,4.9870,5.2660,5.5190,5.9760,6.5700,6.6340
29/06/2016,4.3150,4.4350,4.5500,4.6700,4.9250,5.1500,5.3450,5.5225,5.8200,6.1300,3.7500,0.5000,1.5155,4.1116,18.4839,4.2370,4.9540,5.2220,5.4710,5.9040,6.4860,6.5480
30/06/2016,4.4750,4.6100,4.7150,4.8200,5.0300,5.2250,5.3800,5.5200,5.7900,6.0850,4.2500,0.5000,1.4697,4.1138,18.2804,4.3460,5.0010,5.2340,5.4700,5.9010,6.4330,6.4890
01/07/2016,4.6300,4.7550,4.8500,4.9600,5.1500,5.3450,5.5000,5.6200,5.8750,6.1300,4.2500,0.5000,1.4441,4.5600,18.3605,4.3810,5.1720,5.3490,5.5420,5.9180,6.3910,6.4360
04/07/2016,4.6300,4.7550,4.8500,4.9600,5.1500,5.3450,5.5000,5.6200,5.8750,6.1300,4.2500,0.5000,1.4441,4.5605,18.4206,4.5320,5.2240,5.3940,5.5730,5.9450,6.3940,6.4440
05/07/2016,4.6450,4.7700,4.9100,5.0150,5.2300,5.4100,5.5525,5.6700,5.9200,6.1800,4.2500,0.5000,1.3750,4.5715,18.8182,4.5710,5.2230,5.4000,5.5890,5.9330,6.3990,6.4340
06/07/2016,4.6800,4.8450,4.9700,5.0550,5.2700,5.4500,5.5850,5.6950,5.9400,6.2000,4.2500,0.5000,1.3682,4.5775,18.7379,4.5940,5.2200,5.4000,5.5960,5.9150,6.3560,6.4240
07/07/2016,4.6850,4.8650,5.0000,5.1200,5.3350,5.5150,5.6500,5.7630,6.0100,6.2400,4.2500,0.5000,1.3850,4.5821,18.8288,4.6580,5.2430,5.4190,5.6210,5.9370,6.3810,6.4320
08/07/2016,4.6650,4.8500,4.9850,5.0800,5.2750,5.4500,5.5600,5.6700,5.8950,6.1250,4.2500,0.5000,1.3579,4.5760,18.5050,4.6140,5.1970,5.3910,5.5660,5.8490,6.2870,6.3380
11/07/2016,4.6650,4.8550,4.9900,5.0975,5.2900,5.4650,5.5800,5.6900,5.9150,6.1350,4.2500,0.5000,1.4303,4.5758,18.4678,4.6180,5.2010,5.3830,5.5770,5.8650,6.2970,6.3350
12/07/2016,4.6650,4.8450,4.9750,5.0850,5.2750,5.4500,5.5800,5.7000,5.9300,6.1500,4.2500,0.5000,1.5100,4.5806,18.3417,4.5700,5.1320,5.3480,5.5860,5.9040,6.3380,6.3620
