,irs3m,irs6m,irs9m,irs1yr,irs2yr,irs3yr,irs4yr,irs5yr,irs7yr,irs10yr,overnight,fed,us10yr,tiie28,mxn,g1yr,g2yr,g3yr,g5yr,g10yr,g20yr,g30yr
,MPSWC BGN Curncy,MPSWF BGN Curncy,MPSWI BGN Curncy,MPSW1A BGN Curncy,MPSW2B BGN Curncy,MPSW3C BGN Curncy,MPSW4D BGN Curncy,MPSW5E BGN Curncy,MPSW7G BGN Curncy,MPSW10K BGN Curncy,MXONBR Index,FDTR Index,USGG10YR Index,MXIBTIIE Index,MXN Curncy,GMXN01YR Index,GMXN02YR Index,GMXN03YR Index,GMXN05YR Index,GMXN10YR Index,GMXN20YR Index,GMXN30YR Index
,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
#¿NOMBRE?,4.97,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?,#¿NOMBRE?
07/09/2015,3.5200,3.7000,3.8400,4.0100,4.4900,4.8900,5.2500,5.5600,6.0600,6.4450,3.0000,0.2500,2.1244,3.3390,16.9963,3.6530,4.2050,4.9840,5.6830,6.1420,6.7080,6.8140
08/09/2015,3.5150,3.6900,3.8250,3.9950,4.4800,4.8950,5.2600,5.5750,6.0800,6.4750,3.0000,0.2500,2.1828,3.3420,16.8232,3.6520,4.1760,4.9830,5.6930,6.1610,6.7220,6.8330
09/09/2015,3.4900,3.6500,3.7900,3.9500,4.4200,4.8400,5.2200,5.5250,6.0400,6.4250,3.0000,0.2500,2.2006,3.3425,16.8260,3.6330,4.1560,4.9280,5.6490,6.1280,6.7050,6.8110
10/09/2015,3.4850,3.6100,3.7600,3.8900,4.3900,4.8150,5.1900,5.5100,6.0000,6.4050,3.0000,0.2500,2.2220,3.3436,16.7736,3.6140,4.1290,4.9000,5.6210,6.1140,6.6930,6.8040
11/09/2015,3.4880,3.6050,3.7500,3.9000,4.3800,4.7800,5.1700,5.4875,5.9875,6.3900,3.0000,0.2500,2.1883,3.3444,16.8387,3.6020,4.1000,4.8770,5.6020,6.1030,6.6990,6.8210
14/09/2015,3.4880,3.6250,3.7700,3.9250,4.4200,4.8350,5.2100,5.5200,6.0200,6.4200,3.0000,0.2500,2.1831,3.3439,16.7524,3.6150,4.1210,4.9030,5.6340,6.1510,6.7530,6.8980
15/09/2015,3.5000,3.6500,3.8000,3.9800,4.4700,4.8750,5.2500,5.5750,6.0800,6.4750,3.0000,0.2500,2.2867,3.3465,16.6882,3.6740,4.1380,4.9480,5.6760,6.1780,6.7740,6.9180
16/09/2015,3.5000,3.6500,3.8000,3.9800,4.4700,4.8750,5.2500,5.5750,6.0800,6.4750,3.0000,0.2500,2.2940,3.3465,16.5484,3.6540,4.1590,4.9100,5.6640,6.1890,6.7950,6.9180
17/09/2015,3.4700,3.5850,3.7800,3.8600,4.3500,4.7700,5.1450,5.4600,6.0000,6.3990,3.0000,0.2500,2.1903,3.3415,16.5996,3.6170,4.0710,4.8420,5.5890,6.0980,6.6870,6.8230
18/09/2015,3.4100,3.5300,3.6700,3.8275,4.2950,4.7100,5.0750,5.3850,5.9200,6.3100,3.0000,0.2500,2.1336,3.3257,16.6523,3.6080,4.0170,4.7710,5.5050,6.0030,6.6230,6.7740
21/09/2015,3.4000,3.5500,3.6800,3.8500,4.3350,4.7550,5.1350,5.4650,5.9750,6.3700,3.0000,0.2500,2.2012,3.3300,16.6624,3.6080,4.0100,4.7850,5.5130,6.0310,6.6500,6.8050
22/09/2015,3.3900,3.5200,3.6600,3.8200,4.2950,4.7000,5.0850,5.4075,5.9125,6.3300,3.0000,0.2500,2.1337,3.3289,16.8850,3.5720,3.9750,4.7520,5.4920,6.0110,6.6480,6.7970
23/09/2015,3.4000,3.5400,3.6900,3.8550,4.3250,4.7450,5.1300,5.4605,5.9700,6.4000,3.0000,0.2500,2.1497,3.3200,17.1176,3.5720,3.9980,4.7680,5.5150,6.0480,6.7200,6.8670
24/09/2015,3.4100,3.5550,3.7000,3.8800,4.3400,4.7450,5.1200,5.4500,5.9650,6.3900,3.0000,0.2500,2.1266,3.3225,16.8694,3.5830,4.0120,4.7770,5.5210,6.0520,6.7260,6.8690
25/09/2015,3.4050,3.5530,3.7100,3.8975,4.3700,4.7850,5.1550,5.4850,6.0200,6.4400,3.0000,0.2500,2.1623,3.3250,16.9720,3.5870,4.0240,4.8150,5.5500,6.0860,6.7630,6.9140
28/09/2015,3.4300,3.5700,3.7300,3.9100,4.3850,4.8050,5.1800,5.5100,6.0450,6.4775,3.0000,0.2500,2.0949,3.3250,17.0692,3.5750,4.0160,4.8010,5.5480,6.1050,6.7680,6.9310
29/09/2015,3.4300,3.5800,3.7200,3.9000,4.3600,4.7650,5.1450,5.4525,5.9850,6.4275,3.0000,0.2500,2.0508,3.3250,17.0243,3.5770,4.0190,4.8270,5.5240,6.0810,6.7420,6.9090
30/09/2015,3.4200,3.5700,3.7200,3.8900,4.3500,4.7650,5.1300,5.4300,5.9400,6.3900,3.0000,0.2500,2.0368,3.3225,16.9177,3.5760,4.0030,4.7950,5.5060,6.0590,6.7250,6.8880
01/10/2015,3.4100,3.5700,3.7100,3.8800,4.3450,4.7500,5.1050,5.4050,5.9050,6.3445,3.0000,0.2500,2.0368,3.3247,16.9229,3.5480,4.0000,4.7890,5.5030,6.0320,6.6950,6.8650
02/10/2015,3.3800,3.4900,3.6300,3.7900,4.2300,4.6300,4.9900,5.2900,5.8125,6.2550,3.0000,0.2500,1.9929,3.3125,16.7588,3.4960,3.9510,4.7110,5.4330,5.9610,6.6180,6.7870
05/10/2015,3.3800,3.4900,3.6150,3.7900,4.2300,4.6225,4.9750,5.3000,5.8300,6.2720,3.0000,0.2500,2.0562,3.3100,16.7940,3.4530,3.9280,4.6800,5.4260,5.9630,6.6180,6.7830
06/10/2015,3.3600,3.4650,3.5900,3.7600,4.2000,4.5850,4.9550,5.2650,5.7950,6.2450,3.0000,0.2500,2.0315,3.3134,16.6554,3.4190,3.8960,4.6430,5.3890,5.9220,6.5760,6.7500
07/10/2015,3.3700,3.4750,3.6000,3.7600,4.2000,4.6100,4.9700,5.2900,5.8200,6.2675,3.0000,0.2500,2.0668,3.3050,16.6531,3.4210,3.8880,4.6560,5.3910,5.9180,6.5660,6.7430
08/10/2015,3.3550,3.4650,3.5900,3.7650,4.2100,4.6100,4.9700,5.2850,5.8200,6.2700,3.0000,0.2500,2.1040,3.3106,16.4585,3.4010,3.8930,4.6410,5.3920,5.9060,6.5560,6.7260
09/10/2015,3.3550,3.4650,3.5900,3.7600,4.2200,4.6150,5.0000,5.3200,5.8400,6.2780,3.0000,0.2500,2.0881,3.3100,16.4320,3.4200,3.9260,4.6610,5.4110,5.9270,6.5820,6.7390
12/10/2015,3.3550,3.4650,3.5900,3.7600,4.2200,4.6100,5.0000,5.3250,5.8400,6.2800,3.0000,0.2500,2.0881,3.3025,16.4599,3.4640,3.9550,4.6980,5.4530,5.9610,6.6190,6.7620
13/10/2015,3.3550,3.4650,3.5900,3.7700,4.2250,4.6300,5.0000,5.3350,5.8600,6.2975,3.0000,0.2500,2.0439,3.3050,16.6570,3.4500,3.9730,4.7420,5.4490,5.9620,6.6120,6.7670
14/10/2015,3.3300,3.4300,3.5450,3.7280,4.1700,4.5500,4.9200,5.2600,5.7850,6.2250,3.0000,0.2500,1.9718,3.3000,16.4736,3.4040,3.9270,4.6880,5.4090,5.9160,6.5620,6.7120
15/10/2015,3.3300,3.4200,3.5300,3.6850,4.1250,4.5075,4.8900,5.2100,5.7450,6.1900,3.0000,0.2500,2.0175,3.3000,16.3895,3.3950,3.8880,4.6910,5.4060,5.9280,6.5390,6.6980
16/10/2015,3.3300,3.4200,3.5350,3.6830,4.1200,4.5050,4.8800,5.2050,5.7300,6.1650,3.0000,0.2500,2.0334,3.3080,16.4260,3.3960,3.8560,4.6500,5.3870,5.8990,6.5160,6.6740
19/10/2015,3.3350,3.4150,3.5350,3.6950,4.1325,4.5200,4.8910,5.2150,5.7430,6.1700,3.0000,0.2500,2.0228,3.3100,16.4886,3.4070,3.8580,4.6310,5.3760,5.8630,6.5170,6.6830
20/10/2015,3.3450,3.4250,3.5600,3.7150,4.1650,4.5600,4.9300,5.2550,5.7800,6.2120,3.0000,0.2500,2.0670,3.3000,16.5611,3.4330,3.8570,4.6650,5.3960,5.8910,6.5550,6.7190
21/10/2015,3.3400,3.4300,3.5600,3.7150,4.1550,4.5450,4.9200,5.2400,5.7600,6.1950,3.0000,0.2500,2.0228,3.3000,16.6557,3.4270,3.8590,4.6500,5.3740,5.8920,6.5750,6.7430
22/10/2015,3.3300,3.4100,3.5300,3.6800,4.1050,4.4950,4.8650,5.1750,5.7100,6.1450,3.0000,0.2500,2.0263,3.2925,16.4765,3.4090,3.8420,4.6150,5.3110,5.8790,6.5700,6.7300
23/10/2015,3.3600,3.4250,3.5400,3.7000,4.1300,4.5250,4.8900,5.2025,5.7425,6.1900,3.0000,0.2500,2.0866,3.2900,16.5919,3.4310,3.8380,4.5880,5.3200,5.8840,6.5960,6.7510
26/10/2015,3.3500,3.4250,3.5400,3.6950,4.1250,4.5200,4.8900,5.2100,5.7450,6.1800,3.0000,0.2500,2.0564,3.2900,16.5298,3.3880,3.8330,4.5800,5.3030,5.8870,6.6060,6.7500
27/10/2015,3.3500,3.4300,3.5500,3.7120,4.1500,4.5400,4.9100,5.2275,5.7600,6.1800,3.0000,0.2500,2.0370,3.3037,16.5452,3.4270,3.8530,4.6860,5.3690,5.8820,6.5910,6.7450
28/10/2015,3.3750,3.4800,3.6100,3.7950,4.2400,4.6200,5.0100,5.3150,5.8400,6.2300,3.0000,0.2500,2.1009,3.3000,16.6388,3.4200,3.8740,4.6510,5.3540,5.9060,6.5900,6.7510
29/10/2015,3.3750,3.5300,3.6500,3.8200,4.2900,4.6800,5.0400,5.3600,5.8800,6.2900,3.0000,0.2500,2.1725,3.3000,16.6301,3.4320,3.9210,4.7010,5.4220,5.9800,6.6330,6.7860
30/10/2015,3.3700,3.5100,3.6400,3.8000,4.2700,4.6800,5.0400,5.3550,5.8800,6.2900,3.0000,0.2500,2.1421,3.3025,16.5021,3.4400,3.9250,4.7240,5.4500,6.0040,6.6300,6.7910
02/11/2015,3.3700,3.5100,3.6400,3.8000,4.2700,4.6800,5.0400,5.3550,5.8800,6.2900,3.0000,0.2500,2.1709,3.3025,16.4417,3.4570,3.9520,4.7040,5.4500,6.0090,6.6440,6.7950
03/11/2015,3.3800,3.5150,3.6500,3.8200,4.3000,4.7200,5.0900,5.4050,5.9300,6.3300,3.0000,0.2500,2.2105,3.3000,16.3983,3.4260,3.9310,4.7480,5.4770,6.0330,6.6700,6.8270
04/11/2015,3.3800,3.5350,3.6800,3.8550,4.3450,4.7550,5.1370,5.4500,5.9600,6.3650,3.0000,0.2500,2.2250,3.3005,16.5361,3.4200,3.9560,4.7840,5.5060,6.0470,6.6840,6.8420
05/11/2015,3.3830,3.5350,3.6800,3.8550,4.3400,4.7550,5.1400,5.4550,5.9600,6.3600,3.0000,0.2500,2.2323,3.3025,16.6049,3.4210,3.9680,4.7710,5.5050,6.0370,6.6740,6.8360
06/11/2015,3.3900,3.5650,3.7000,3.9100,4.3900,4.8200,5.2100,5.5350,6.0250,6.4300,3.0000,0.2500,2.3252,3.3025,16.8075,3.4630,3.9940,4.8240,5.5520,6.0810,6.7090,6.8620
09/11/2015,3.4050,3.5800,3.7400,3.9240,4.4250,4.8600,5.2660,5.5950,6.0900,6.4870,3.0000,0.2500,2.3436,3.3099,16.7734,3.4660,4.0190,4.8670,5.6170,6.1240,6.7600,6.9080
10/11/2015,3.4050,3.5800,3.7300,3.9000,4.3900,4.8300,5.2250,5.5500,6.0400,6.4450,3.0000,0.2500,2.3419,3.3150,16.7536,3.4620,4.0060,4.8700,5.6200,6.1140,6.7510,6.8940
11/11/2015,3.4300,3.5950,3.7500,3.9000,4.4200,4.8300,5.2300,5.5750,6.0700,6.4700,3.0000,0.2500,2.3301,3.3100,16.7307,3.4350,4.0070,4.8780,5.6420,6.1330,6.7750,6.9180
12/11/2015,3.4100,3.5850,3.7300,3.9000,4.3900,4.8300,5.2250,5.5500,6.0500,6.4500,3.0000,0.2500,2.3116,3.3200,16.7378,3.4330,3.9980,4.8640,5.6290,6.1330,6.7750,6.9140
13/11/2015,3.4100,3.5800,3.7200,3.8750,4.3450,4.7850,5.1750,5.4900,5.9950,6.4000,3.0000,0.2500,2.2658,3.3260,16.6833,3.4300,3.9600,4.8490,5.6050,6.1070,6.7540,6.8870
16/11/2015,3.4100,3.5800,3.7200,3.8800,4.3450,4.7850,5.1700,5.4900,5.9950,6.4000,3.0000,0.2500,2.2676,3.3260,16.7705,3.4450,3.9840,4.8290,5.6000,6.1090,6.7540,6.8900
17/11/2015,3.4100,3.5700,3.7150,3.8500,4.3150,4.7550,5.1400,5.4450,5.9500,6.3500,3.0000,0.2500,2.2658,3.3225,16.7253,3.4880,3.9410,4.8180,5.5840,6.0930,6.7480,6.8820
18/11/2015,3.4100,3.5600,3.7000,3.8430,4.3100,4.7300,5.1000,5.4050,5.9050,6.3150,3.0000,0.2500,2.2728,3.3318,16.7356,3.4710,3.9260,4.7680,5.5540,6.0830,6.7390,6.8700
19/11/2015,3.4200,3.5700,3.7100,3.8500,4.2900,4.6950,5.0550,5.3700,5.8700,6.2750,3.0000,0.2500,2.2482,3.3225,16.6210,3.4650,3.9290,4.7450,5.5410,6.0500,6.7150,6.8400
20/11/2015,3.4700,3.6050,3.7200,3.8500,4.2830,4.6850,5.0400,5.3450,5.8500,6.2500,3.0000,0.2500,2.2623,3.3325,16.5384,3.4840,3.9320,4.7910,5.5410,6.0580,6.7120,6.8380
23/11/2015,3.4600,3.6100,3.7250,3.8650,4.3050,4.7100,5.0600,5.3700,5.8500,6.2500,3.0000,0.2500,2.2377,3.3260,16.5471,3.6700,4.1330,4.7880,5.5260,6.1830,6.7110,6.8210
24/11/2015,3.4650,3.6050,3.7300,3.8700,4.3100,4.7150,5.0800,5.3950,5.8800,6.2800,3.0000,0.2500,2.2377,3.3300,16.5338,3.6670,4.1440,4.7870,5.5370,6.1940,6.7290,6.8460
25/11/2015,3.4600,3.6100,3.7400,3.8800,4.3300,4.7400,5.1200,5.4225,5.9150,6.3150,3.0000,0.2500,2.2341,3.3230,16.5029,3.6740,4.1650,4.8280,5.5720,6.2350,6.7590,6.8890
26/11/2015,3.4625,3.6050,3.7300,3.8800,4.3300,4.7400,5.1275,5.4400,5.9450,6.3150,3.0000,0.2500,2.2341,3.3150,16.5610,3.6690,4.1740,4.8190,5.5690,6.2320,6.7530,6.8850
27/11/2015,3.4600,3.6050,3.7400,3.8800,4.3300,4.7375,5.1100,5.4195,5.9100,6.3100,3.0000,0.2500,2.2201,3.3175,16.6268,3.6810,4.1670,4.7920,5.5510,6.2320,6.7400,6.8850
30/11/2015,3.4700,3.6200,3.7400,3.8700,4.3200,4.7250,5.0750,5.3770,5.8710,6.2700,3.0000,0.2500,2.2060,3.3116,16.5768,3.6720,4.1430,4.7780,5.5490,6.2220,6.7380,6.8740
01/12/2015,3.4650,3.6000,3.7100,3.8400,4.2700,4.6600,5.0100,5.3075,5.8000,6.2000,3.0000,0.2500,2.1431,3.3250,16.5215,3.6920,4.1090,4.7440,5.5190,6.1960,6.6940,6.8320
02/12/2015,3.4800,3.6100,3.7200,3.8500,4.2850,4.6800,5.0375,5.3300,5.8350,6.2300,3.0000,0.2500,2.1797,3.3358,16.5645,3.6480,4.1200,4.7630,5.5430,6.2160,6.7240,6.8440
03/12/2015,3.4750,3.6250,3.7550,3.9000,4.3550,4.7600,5.1300,5.4450,5.9300,6.3450,3.0000,0.2500,2.3136,3.3400,16.7111,3.6850,4.1610,4.8110,5.6220,6.3220,6.8130,6.9420
04/12/2015,3.5000,3.6400,3.7500,3.8800,4.3200,4.7450,5.0900,5.3950,5.9000,6.2950,3.0000,0.2500,2.2693,3.3300,16.6552,3.6800,4.1420,4.8020,5.6100,6.2800,6.7880,6.9170
07/12/2015,3.5000,3.6300,3.7500,3.8850,4.3250,4.7100,5.0750,5.3800,5.8750,6.2900,3.0000,0.2500,2.2288,3.3400,16.8876,3.6870,4.1240,4.7710,5.6240,6.2830,6.7910,6.9280
08/12/2015,3.5350,3.6650,3.7950,3.9150,4.3525,4.7600,5.1100,5.4200,5.9200,6.3250,3.0000,0.2500,2.2182,3.3500,17.0217,3.6520,4.1410,4.8170,5.7010,6.3430,6.8450,6.9960
09/12/2015,3.4950,3.6350,3.7500,3.8650,4.2950,4.7000,5.0700,5.3950,5.8900,6.3000,3.0000,0.2500,2.2164,3.3600,17.0652,3.6390,4.1100,4.7880,5.6580,6.3190,6.8500,6.9900
10/12/2015,3.5100,3.6600,3.7950,3.9100,4.3300,4.7400,5.1250,5.4500,5.9600,6.3550,3.0000,0.2500,2.2305,3.3525,17.1924,3.6060,4.1080,4.8330,5.7180,6.3840,6.8870,7.0620
11/12/2015,3.5400,3.6900,3.8050,3.9250,4.3500,4.7650,5.1300,5.4600,5.9600,6.3700,3.0000,0.2500,2.1270,3.3555,17.3925,3.6190,4.1150,4.8430,5.7570,6.4100,6.9430,7.1080
14/12/2015,3.5400,3.6900,3.8000,3.9250,4.3500,4.7600,5.1300,5.4500,5.9480,6.3600,3.0000,0.2500,2.2217,3.3400,17.3145,3.5920,4.0970,4.8360,5.7510,6.4090,6.9360,7.1160
15/12/2015,3.5450,3.6957,3.7900,3.9100,4.3250,4.7300,5.0850,5.4050,5.9000,6.3050,3.0000,0.2500,2.2658,3.3621,17.1121,3.5520,4.0500,4.7950,5.6830,6.3520,6.9200,7.0670
16/12/2015,3.5400,3.6750,3.7900,3.9000,4.3200,4.7200,5.0800,5.4000,5.8860,6.3000,3.0000,0.5000,2.2960,3.3825,16.9832,3.5980,4.0460,4.7210,5.6350,6.2830,6.8640,7.0000
17/12/2015,3.5350,3.6800,3.7700,3.8850,4.3000,4.7000,5.0550,5.3550,5.8450,6.2450,3.2500,0.5000,2.2234,3.4250,17.0483,3.5580,4.0350,4.7170,5.6100,6.2190,6.7950,6.9280
18/12/2015,3.5780,3.6950,3.7950,3.9100,4.3200,4.6950,5.0500,5.3550,5.8200,6.2225,3.2500,0.5000,2.2040,3.4715,17.1383,3.5480,4.0730,4.6870,5.5950,6.1900,6.7700,6.9030
21/12/2015,3.5850,3.7000,3.7900,3.9100,4.3350,4.7150,5.0600,5.3650,5.8400,6.2200,3.2500,0.5000,2.1917,3.5042,17.1614,3.5440,4.0180,4.6930,5.5950,6.1760,6.7490,6.8730
22/12/2015,3.5800,3.6950,3.8150,3.9300,4.3750,4.7550,5.1050,5.4150,5.8900,6.2750,3.2500,0.5000,2.2357,3.5300,17.1913,3.5820,4.0210,4.7500,5.6400,6.2300,6.7890,6.9130
23/12/2015,3.5800,3.6950,3.8300,3.9350,4.3900,4.7950,5.1400,5.4550,5.9300,6.3050,3.2500,0.5000,2.2534,3.5316,17.2225,3.5760,4.0370,4.7740,5.6630,6.2580,6.8080,6.9350
24/12/2015,3.5800,3.6950,3.8300,3.9350,4.3900,4.7950,5.1450,5.4550,5.9300,6.3050,3.2500,0.5000,2.2410,3.5350,17.2468,3.5820,4.0410,4.7800,5.6930,6.2730,6.8340,6.9370
25/12/2015,3.5800,3.6950,3.8300,3.9350,4.3850,4.7950,5.1450,5.4550,5.9300,6.2950,3.2500,0.5000,2.2410,3.5350,17.2394,3.5860,3.8790,4.7170,5.7130,6.2730,6.8500,6.9500
28/12/2015,3.5800,3.7000,3.8300,3.9450,4.4100,4.8100,5.1700,5.4750,5.9500,6.3200,3.2500,0.5000,2.2304,3.5505,17.2421,3.6110,3.9930,4.7400,5.6810,6.2410,6.8070,6.9210
29/12/2015,3.5900,3.7100,3.8500,3.9800,4.4500,4.8650,5.2400,5.5550,6.0350,6.4100,3.2500,0.5000,2.3050,3.5525,17.2532,3.6390,4.0910,4.7840,5.7350,6.3080,6.8990,7.0090
30/12/2015,3.5900,3.7100,3.8500,3.9700,4.4400,4.8600,5.2400,5.5650,6.0400,6.4100,3.2500,0.5000,2.2943,3.5475,17.3822,3.6840,4.0760,4.7800,5.7490,6.3130,6.8820,7.0010
31/12/2015,3.5900,3.7100,3.8500,3.9550,4.4250,4.8400,5.2200,5.5365,6.0200,6.3950,3.2500,0.5000,2.2694,3.5550,17.2075,3.6450,4.0680,4.7590,5.7300,6.2770,6.8500,6.9660
01/01/2016,3.5900,3.7100,3.8400,3.9550,4.4250,4.8400,5.2200,5.5365,6.0200,6.3950,3.2500,0.5000,2.2694,3.5550,17.2626,3.6490,3.9310,4.7360,5.7240,6.2770,6.8710,6.9730
04/01/2016,3.5800,3.6900,3.8100,3.9300,4.3850,4.7900,5.1650,5.4750,5.9550,6.3350,3.2500,0.5000,2.2428,3.5575,17.3092,3.6070,4.0590,4.7150,5.6260,6.2250,6.7960,6.9170
05/01/2016,3.5800,3.6800,3.7850,3.9000,4.3350,4.7400,5.1150,5.4200,5.9000,6.2900,3.2500,0.5000,2.2357,3.5540,17.3371,3.6060,4.0470,4.6970,5.5880,6.2390,6.7880,6.8980
06/01/2016,3.5800,3.6800,3.7700,3.8850,4.3150,4.7000,5.0960,5.3960,5.8710,6.2650,3.2500,0.5000,2.1702,3.5600,17.5383,3.5930,4.0540,4.6740,5.5600,6.2270,6.7790,6.8840
07/01/2016,3.5800,3.6700,3.7700,3.8700,4.3050,4.7025,5.0700,5.3700,5.8600,6.2600,3.2500,0.5000,2.1455,3.5600,17.8464,3.5790,4.0500,4.6700,5.5440,6.2440,6.8040,6.9040
08/01/2016,3.5850,3.6800,3.7700,3.8700,4.3000,4.6850,5.0400,5.3400,5.8200,6.2350,3.2500,0.5000,2.1156,3.5545,17.9354,3.5680,4.0550,4.6910,5.5130,6.2060,6.7820,6.8970
11/01/2016,3.5900,3.6800,3.7750,3.8650,4.2850,4.6800,5.0300,5.3350,5.8300,6.2400,3.2500,0.5000,2.1754,3.5539,17.8840,3.5600,4.0710,4.7040,5.4960,6.2240,6.7880,6.9060
12/01/2016,3.5850,3.6750,3.7550,3.8500,4.2450,4.6400,5.0050,5.2950,5.7850,6.2100,3.2500,0.5000,2.1032,3.5505,17.8956,3.5380,4.0390,4.6750,5.4610,6.1880,6.7640,6.8860
13/01/2016,3.5850,3.6600,3.7400,3.8150,4.2100,4.6050,4.9600,5.2500,5.7550,6.1850,3.2500,0.5000,2.0927,3.5579,17.9480,3.5270,4.0150,4.6500,5.4330,6.1420,6.7370,6.8690
14/01/2016,3.5900,3.6450,3.7300,3.8070,4.1900,4.5950,4.9650,5.2670,5.7775,6.2050,3.2500,0.5000,2.0874,3.5543,17.8780,3.4890,3.9520,4.6390,5.4400,6.1710,6.7780,6.9050
15/01/2016,3.5900,3.6600,3.7288,3.8300,4.2150,4.6150,4.9950,5.3025,5.8250,6.2650,3.2500,0.5000,2.0347,3.5547,18.2648,3.5120,3.9620,4.6650,5.4940,6.2340,6.8800,7.0070
18/01/2016,3.5900,3.6600,3.7288,3.8350,4.2400,4.6400,4.9950,5.3325,5.8400,6.2900,3.2500,0.5000,2.0347,3.5598,18.2102,3.5040,3.8960,4.6770,5.5010,6.2700,6.9260,7.0330
19/01/2016,3.5850,3.6550,3.7350,3.8200,4.1950,4.6000,4.9750,5.2850,5.8150,6.2700,3.2500,0.5000,2.0556,3.5551,18.2777,3.4880,3.9460,4.6290,5.4520,6.2300,6.9100,7.0110
20/01/2016,3.6100,3.6750,3.7550,3.8400,4.2150,4.6250,4.9950,5.2850,5.8250,6.2750,3.2500,0.5000,1.9824,3.5540,18.5276,3.4870,3.9260,4.6360,5.4760,6.2580,6.9600,7.0830
21/01/2016,3.6100,3.6800,3.7600,3.8450,4.2250,4.6300,4.9950,5.3000,5.8150,6.2900,3.2500,0.5000,2.0311,3.5600,18.7293,3.5530,3.9260,4.6610,5.4990,6.2610,6.9460,7.0500
22/01/2016,3.6350,3.7125,3.7900,3.8750,4.2550,4.6400,4.9850,5.2830,5.7950,6.2650,3.2500,0.5000,2.0519,3.5545,18.4422,3.5090,3.9260,4.6920,5.5030,6.2440,6.9150,7.0270
25/01/2016,3.6450,3.7200,3.8145,3.8950,4.2750,4.6550,4.9950,5.2900,5.7950,6.2550,3.2500,0.5000,2.0012,3.5600,18.6035,3.5070,3.8950,4.7130,5.5220,6.2500,6.8970,7.0210
26/01/2016,3.6418,3.7250,3.8100,3.9030,4.2750,4.6400,4.9700,5.2550,5.7550,6.2050,3.2500,0.5000,1.9942,3.5610,18.4618,3.5350,3.8950,4.7100,5.5310,6.2300,6.8840,7.0060
27/01/2016,3.6200,3.7000,3.7850,3.8600,4.2250,4.6050,4.9400,5.2300,5.7300,6.1850,3.2500,0.5000,1.9993,3.5600,18.4727,3.5310,3.8950,4.6630,5.5170,6.2000,6.8480,6.9800
28/01/2016,3.6150,3.6895,3.7650,3.8450,4.1925,4.5550,4.9050,5.1950,5.6900,6.1400,3.2500,0.5000,1.9784,3.5551,18.3264,3.4920,3.9130,4.6310,5.4680,6.1400,6.7940,6.9430
29/01/2016,3.5950,3.6450,3.7200,3.7900,4.1050,4.4500,4.7900,5.0825,5.5750,5.9900,3.2500,0.5000,1.9209,3.5570,18.1065,3.4650,3.8580,4.5310,5.3550,6.0360,6.6880,6.8570
01/02/2016,3.5950,3.6450,3.7200,3.7900,4.1050,4.4500,4.7900,5.0825,5.5750,5.9900,3.2500,0.5000,1.9486,3.5570,18.2328,3.5140,3.7390,4.4950,5.3210,6.0360,6.6880,6.8610
02/02/2016,3.6100,3.6500,3.7100,3.7900,4.0750,4.4200,4.7500,5.0620,5.5550,5.9550,3.2500,0.5000,1.8448,3.5550,18.4781,3.4730,3.8170,4.5520,5.3740,6.0900,6.7410,6.8860
03/02/2016,3.6150,3.6550,3.7150,3.7850,4.0550,4.3800,4.7050,4.9950,5.4850,5.9050,3.2500,0.5000,1.8861,3.5588,18.1700,3.4760,3.7990,4.5080,5.3140,5.9950,6.6700,6.8260
04/02/2016,3.6293,3.6900,3.7500,3.8300,4.1000,4.4200,4.7600,5.0400,5.5300,5.9400,3.2500,0.5000,1.8395,3.5600,18.2806,3.4890,3.7990,4.5100,5.3060,6.0160,6.6680,6.8350
05/02/2016,3.6350,3.7250,3.7850,3.8650,4.1550,4.4750,4.7900,5.0800,5.5700,5.9900,3.2500,0.5000,1.8357,3.5616,18.4396,3.5150,3.7630,4.5450,5.3400,6.0750,6.7110,6.8790
08/02/2016,3.6350,3.7450,3.8250,3.9080,4.2050,4.5100,4.8100,5.0900,5.5750,6.0000,3.2500,0.5000,1.7483,3.5580,18.6714,3.5490,3.7290,4.5940,5.3800,6.1010,6.7610,6.9280
